trial	TP	TN	FP	FN	prec	sens	errorRate	AUC	algo
5	22	485	12	19	0.647058823529412	0.536585365853659	0.0576208178438662	0.930019139225597	gbm.id4.cv3
5	22	485	12	19	0.647058823529412	0.536585365853659	0.0576208178438662	0.927614467291554	gbm.id1.cv3.top5
5	23	486	11	18	0.676470588235294	0.560975609756098	0.0539033457249071	0.93423958384453	gbm.id2.cv3.top5
5	23	485	12	18	0.657142857142857	0.560975609756098	0.0557620817843866	0.927835304509987	gbm.id3.cv3.top5
5	23	485	12	18	0.657142857142857	0.560975609756098	0.0557620817843866	0.92530794523237	gbm.id4.cv3.top5
6	16	491	6	25	0.727272727272727	0.390243902439024	0.0576208178438662	0.913309123030868	gbm.id1.cv3
6	17	491	6	24	0.739130434782609	0.414634146341463	0.0557620817843866	0.923418560141336	gbm.id2.cv3
6	17	491	6	24	0.739130434782609	0.414634146341463	0.0557620817843866	0.918928203366541	gbm.id3.cv3
6	17	491	6	24	0.739130434782609	0.414634146341463	0.0557620817843866	0.919934239583845	gbm.id4.cv3
6	16	490	7	25	0.695652173913043	0.390243902439024	0.0594795539033457	0.921234725425725	gbm.id1.cv3.top5
6	17	491	6	24	0.739130434782609	0.414634146341463	0.0557620817843866	0.919247190459832	gbm.id2.cv3.top5
6	16	491	6	25	0.727272727272727	0.390243902439024	0.0576208178438662	0.912597536438141	gbm.id3.cv3.top5
6	17	492	5	24	0.772727272727273	0.414634146341463	0.0539033457249071	0.921431025175443	gbm.id4.cv3.top5
7	18	488	15	17	0.545454545454545	0.514285714285714	0.0594795539033457	0.874637886963931	gbm.id1.cv3
7	19	491	12	16	0.612903225806452	0.542857142857143	0.0520446096654275	0.878244816813405	gbm.id2.cv3
7	19	493	10	16	0.655172413793103	0.542857142857143	0.0483271375464684	0.904146549275774	gbm.id3.cv3
7	18	493	10	17	0.642857142857143	0.514285714285714	0.050185873605948	0.897103095711445	gbm.id4.cv3
7	19	488	15	16	0.558823529411765	0.542857142857143	0.0576208178438662	0.890116444191991	gbm.id1.cv3.top5
7	21	490	13	14	0.617647058823529	0.6	0.050185873605948	0.868474865095143	gbm.id2.cv3.top5
7	20	495	8	15	0.714285714285714	0.571428571428571	0.0427509293680297	0.8907412666856	gbm.id3.cv3.top5
7	19	493	10	16	0.655172413793103	0.542857142857143	0.0483271375464684	0.880658903720534	gbm.id4.cv3.top5
8	18	489	9	22	0.666666666666667	0.45	0.0576208178438662	0.929969879518072	gbm.id1.cv3
8	19	490	8	21	0.703703703703704	0.475	0.0539033457249071	0.930998995983936	gbm.id2.cv3
8	17	490	8	23	0.68	0.425	0.0576208178438662	0.934437751004016	gbm.id3.cv3
8	16	488	10	24	0.615384615384615	0.4	0.0631970260223048	0.901480923694779	gbm.id4.cv3
8	18	490	8	22	0.692307692307692	0.45	0.0557620817843866	0.93054718875502	gbm.id1.cv3.top5
8	20	489	9	20	0.689655172413793	0.5	0.0539033457249071	0.929819277108434	gbm.id2.cv3.top5
8	19	489	9	21	0.678571428571429	0.475	0.0557620817843866	0.927685742971888	gbm.id3.cv3.top5
8	16	487	11	24	0.592592592592593	0.4	0.0650557620817844	0.916239959839358	gbm.id4.cv3.top5
9	21	484	9	24	0.7	0.466666666666667	0.0613382899628253	0.914221320712193	gbm.id1.cv3
9	21	482	11	24	0.65625	0.466666666666667	0.0650557620817844	0.908947487040794	gbm.id2.cv3
9	21	484	9	24	0.7	0.466666666666667	0.0613382899628253	0.913995943204869	gbm.id3.cv3
9	19	484	9	26	0.678571428571429	0.422222222222222	0.0650557620817844	0.911516790624296	gbm.id4.cv3
9	21	484	9	24	0.7	0.466666666666667	0.0613382899628253	0.91519044399369	gbm.id1.cv3.top5
9	20	485	8	25	0.714285714285714	0.444444444444444	0.0613382899628253	0.918165427090377	gbm.id2.cv3.top5
9	21	485	8	24	0.724137931034483	0.466666666666667	0.0594795539033457	0.91564119900834	gbm.id3.cv3.top5
9	20	485	8	25	0.714285714285714	0.444444444444444	0.0613382899628253	0.911945007888214	gbm.id4.cv3.top5
10	18	479	17	24	0.514285714285714	0.428571428571429	0.0762081784386617	0.917506720430107	gbm.id1.cv3
10	20	481	15	22	0.571428571428571	0.476190476190476	0.0687732342007435	0.924827188940092	gbm.id2.cv3
10	19	483	13	23	0.59375	0.452380952380952	0.0669144981412639	0.920506912442396	gbm.id3.cv3
10	18	483	13	24	0.580645161290323	0.428571428571429	0.0687732342007435	0.918250768049155	gbm.id4.cv3
10	19	481	15	23	0.558823529411765	0.452380952380952	0.0706319702602231	0.91846678187404	gbm.id1.cv3.top5
10	19	482	14	23	0.575757575757576	0.452380952380952	0.0687732342007435	0.922331029185868	gbm.id2.cv3.top5
10	17	484	12	25	0.586206896551724	0.404761904761905	0.0687732342007435	0.916690668202765	gbm.id3.cv3.top5
10	17	484	12	25	0.586206896551724	0.404761904761905	0.0687732342007435	0.918082757296466	gbm.id4.cv3.top5
11	19	489	10	20	0.655172413793103	0.487179487179487	0.0557620817843866	0.953188428138328	gbm.id1.cv3
11	19	491	8	20	0.703703703703704	0.487179487179487	0.0520446096654275	0.950927496017676	gbm.id2.cv3
11	19	487	12	20	0.612903225806452	0.487179487179487	0.0594795539033457	0.950156723703818	gbm.id3.cv3
11	19	489	10	20	0.655172413793103	0.487179487179487	0.0557620817843866	0.953496737063871	gbm.id4.cv3
11	19	490	9	20	0.678571428571429	0.487179487179487	0.0539033457249071	0.952982888854632	gbm.id1.cv3.top5
11	19	487	12	20	0.612903225806452	0.487179487179487	0.0594795539033457	0.950824726375828	gbm.id2.cv3.top5
11	19	490	9	20	0.678571428571429	0.487179487179487	0.0539033457249071	0.952828734391861	gbm.id3.cv3.top5
11	18	491	8	21	0.692307692307692	0.461538461538462	0.0539033457249071	0.939571450593495	gbm.id4.cv3.top5
12	14	492	6	26	0.7	0.35	0.0594795539033457	0.89136546184739	gbm.id1.cv3
12	16	491	7	24	0.695652173913043	0.4	0.0576208178438662	0.886295180722891	gbm.id2.cv3
12	16	491	7	24	0.695652173913043	0.4	0.0576208178438662	0.892269076305221	gbm.id3.cv3
12	17	491	7	23	0.708333333333333	0.425	0.0557620817843866	0.89964859437751	gbm.id4.cv3
