trial	TP	TN	FP	FN	prec	sens	errorRate	AUC	algo
1	62	346	32	98	0.659574468085106	0.3875	0.241635687732342	0.764897486772486	gbm.id1.cv3
1	63	348	30	97	0.67741935483871	0.39375	0.236059479553903	0.76931216931217	gbm.id2.cv3
1	66	348	30	94	0.6875	0.4125	0.230483271375465	0.776868386243386	gbm.id3.cv3
1	61	350	28	99	0.685393258426966	0.38125	0.236059479553903	0.779017857142857	gbm.id4.cv3
1	64	346	32	96	0.666666666666667	0.4	0.237918215613383	0.768683862433863	gbm.id1.cv3.top5
1	66	348	30	94	0.6875	0.4125	0.230483271375465	0.77544642857143	gbm.id2.cv3.top5
1	66	348	30	94	0.6875	0.4125	0.230483271375465	0.774570105820106	gbm.id3.cv3.top5
1	62	351	27	98	0.696629213483146	0.3875	0.232342007434944	0.77724867724868	gbm.id4.cv3.top5
2	59	357	25	97	0.702380952380952	0.378205128205128	0.226765799256506	0.745167136528396	gbm.id1.cv3
2	66	350	32	90	0.673469387755102	0.423076923076923	0.226765799256506	0.753523962948049	gbm.id2.cv3
2	64	354	28	92	0.695652173913043	0.41025641025641	0.223048327137547	0.751627735266483	gbm.id3.cv3
2	63	354	28	93	0.692307692307692	0.403846153846154	0.224907063197026	0.753943482346627	gbm.id4.cv3
2	60	355	27	96	0.689655172413793	0.384615384615385	0.228624535315985	0.749664384481142	gbm.id1.cv3.top5
2	61	353	29	95	0.677777777777778	0.391025641025641	0.230483271375465	0.74629144851658	gbm.id2.cv3.top5
2	65	353	29	91	0.691489361702128	0.416666666666667	0.223048327137547	0.755504094509333	gbm.id3.cv3.top5
2	63	353	29	93	0.684782608695652	0.403846153846154	0.226765799256506	0.754899986575381	gbm.id4.cv3.top5
3	67	359	23	89	0.744444444444444	0.429487179487179	0.20817843866171	0.777235199355619	gbm.id1.cv3
3	68	358	24	88	0.739130434782609	0.435897435897436	0.20817843866171	0.785440998791787	gbm.id2.cv3
3	69	358	24	87	0.741935483870968	0.442307692307692	0.206319702602231	0.782034501275342	gbm.id3.cv3
3	65	357	25	91	0.722222222222222	0.416666666666667	0.215613382899628	0.783259497919186	gbm.id4.cv3
3	69	360	22	87	0.758241758241758	0.442307692307692	0.202602230483271	0.780960531614982	gbm.id1.cv3.top5
3	70	359	23	86	0.752688172043011	0.448717948717949	0.202602230483271	0.784199221371997	gbm.id2.cv3.top5
3	68	358	24	88	0.739130434782609	0.435897435897436	0.20817843866171	0.784752986978119	gbm.id3.cv3.top5
3	68	359	23	88	0.747252747252747	0.435897435897436	0.206319702602231	0.783679017317764	gbm.id4.cv3.top5
4	73	353	29	83	0.715686274509804	0.467948717948718	0.20817843866171	0.787605718888442	gbm.id1.cv3
4	75	352	30	81	0.714285714285714	0.480769230769231	0.206319702602231	0.792203651496847	gbm.id2.cv3
4	74	354	28	82	0.725490196078431	0.474358974358974	0.204460966542751	0.78807558061485	gbm.id3.cv3
4	73	353	29	83	0.715686274509804	0.467948717948718	0.20817843866171	0.794485837025106	gbm.id4.cv3
4	73	353	29	83	0.715686274509804	0.467948717948718	0.20817843866171	0.788176265270508	gbm.id1.cv3.top5
4	75	353	29	81	0.721153846153846	0.480769230769231	0.204460966542751	0.790072492952077	gbm.id2.cv3.top5
4	72	352	30	84	0.705882352941177	0.461538461538462	0.211895910780669	0.793814605987383	gbm.id3.cv3.top5
4	75	353	29	81	0.721153846153846	0.480769230769231	0.204460966542751	0.790441670022825	gbm.id4.cv3.top5
5	69	340	43	86	0.616071428571429	0.445161290322581	0.239776951672863	0.785294365366799	gbm.id1.cv3
5	71	339	44	84	0.617391304347826	0.458064516129032	0.237918215613383	0.781622167944076	gbm.id2.cv3
5	72	340	43	83	0.626086956521739	0.464516129032258	0.234200743494424	0.780257727617283	gbm.id3.cv3
5	74	338	45	81	0.621848739495798	0.47741935483871	0.234200743494424	0.776787669502233	gbm.id4.cv3
5	70	341	42	85	0.625	0.451612903225806	0.236059479553903	0.785092226059126	gbm.id1.cv3.top5
5	71	340	43	84	0.62280701754386	0.458064516129032	0.236059479553903	0.781217889328731	gbm.id2.cv3.top5
5	73	337	46	82	0.613445378151261	0.470967741935484	0.237918215613383	0.778455318790534	gbm.id3.cv3.top5
5	69	340	43	86	0.616071428571429	0.445161290322581	0.239776951672863	0.778017350290577	gbm.id4.cv3.top5
6	65	359	26	88	0.714285714285714	0.42483660130719	0.211895910780669	0.796010525422291	gbm.id1.cv3
6	69	360	25	84	0.734042553191489	0.450980392156863	0.202602230483271	0.795789831083948	gbm.id2.cv3
6	70	360	25	83	0.736842105263158	0.457516339869281	0.200743494423792	0.792632204396912	gbm.id3.cv3
6	69	359	26	84	0.726315789473684	0.450980392156863	0.204460966542751	0.79964349376114	gbm.id4.cv3
6	66	358	27	87	0.709677419354839	0.431372549019608	0.211895910780669	0.797063067651305	gbm.id1.cv3.top5
6	70	358	27	83	0.721649484536082	0.457516339869281	0.204460966542751	0.793973346914525	gbm.id2.cv3.top5
6	68	362	23	85	0.747252747252747	0.444444444444444	0.200743494423792	0.793769629063748	gbm.id3.cv3.top5
6	71	359	26	82	0.731958762886598	0.464052287581699	0.200743494423792	0.796231219760632	gbm.id4.cv3.top5
7	65	358	32	83	0.670103092783505	0.439189189189189	0.213754646840149	0.775	gbm.id1.cv3
7	63	358	32	85	0.663157894736842	0.425675675675676	0.217472118959108	0.774428274428274	gbm.id2.cv3
7	66	354	36	82	0.647058823529412	0.445945945945946	0.219330855018587	0.773250173250172	gbm.id3.cv3
