trial	TP	TN	FP	FN	prec	sens	errorRate	AUC	algo
11	31	474	15	18	0.673913043478261	0.63265306122449	0.0613382899628253	0.942072534535287	flex.disc.anyl
12	18	411	87	22	0.171428571428571	0.45	0.202602230483271	0.637650602409639	glm.cross.weights.stats
12	14	474	24	26	0.368421052631579	0.35	0.0929368029739777	0.650903614457831	glm.cross.stats
12	34	459	39	6	0.465753424657534	0.85	0.0836431226765799	0.916064257028118	lda.stats
12	29	454	44	11	0.397260273972603	0.725	0.102230483271376	0.895431726907635	qda.stats
12	33	449	49	7	0.402439024390244	0.825	0.104089219330855	0.908885542168681	ridge.weight.stats
12	8	495	3	32	0.727272727272727	0.2	0.0650557620817844	0.916967871485948	ridge.stats
12	33	451	47	7	0.4125	0.825	0.100371747211896	0.915210843373498	lasso.weight.stats
12	15	491	7	25	0.681818181818182	0.375	0.0594795539033457	0.92018072289157	lasso.stats
12	18	490	8	22	0.692307692307692	0.45	0.0557620817843866	0.716967871485944	random.forest
12	19	489	9	21	0.678571428571429	0.475	0.0557620817843866	0.728463855421687	random.forest.bag
12	17	490	8	23	0.68	0.425	0.0576208178438662	0.914407630522094	gam
12	18	490	8	22	0.692307692307692	0.45	0.0557620817843866	0.918724899598397	glm.boost
12	16	493	5	24	0.761904761904762	0.4	0.0539033457249071	0.930823293172693	gam.boost
12	6	496	2	34	0.75	0.15	0.0669144981412639	0.930647590361446	gbm.boost.depth4
12	4	496	2	36	0.666666666666667	0.1	0.0706319702602231	0.931375502008032	gbm.boost.depth2
12	18	484	14	22	0.5625	0.45	0.0669144981412639	0.841591365461848	C5.0.boost
12	24	483	15	16	0.615384615384615	0.6	0.0576208178438662	0.916064257028118	flex.disc.anyl
13	23	442	45	28	0.338235294117647	0.450980392156863	0.135687732342007	0.679288964045577	glm.cross.weights.stats
13	24	452	35	27	0.406779661016949	0.470588235294118	0.115241635687732	0.69935982606595	glm.cross.stats
13	40	434	53	11	0.43010752688172	0.784313725490196	0.118959107806691	0.861859322784556	lda.stats
13	30	444	43	21	0.410958904109589	0.588235294117647	0.118959107806691	0.78391110037444	qda.stats
13	40	437	50	11	0.444444444444444	0.784313725490196	0.113382899628253	0.854169183073642	ridge.weight.stats
13	13	479	8	38	0.619047619047619	0.254901960784314	0.0855018587360595	0.867455811893547	ridge.stats
13	38	436	51	13	0.426966292134831	0.745098039215686	0.118959107806691	0.862503522969765	lasso.weight.stats
13	14	479	8	37	0.636363636363636	0.274509803921569	0.0836431226765799	0.866972661754638	lasso.stats
13	21	479	8	30	0.724137931034483	0.411764705882353	0.0706319702602231	0.69766880057978	random.forest
13	23	475	12	28	0.657142857142857	0.450980392156863	0.0743494423791822	0.713169867536337	random.forest.bag
13	20	473	14	31	0.588235294117647	0.392156862745098	0.0836431226765799	0.839594153883317	gam
13	14	477	10	37	0.583333333333333	0.274509803921569	0.087360594795539	0.866932399243063	glm.boost
13	21	477	10	30	0.67741935483871	0.411764705882353	0.0743494423791822	0.881265853363932	gam.boost
13	11	482	5	40	0.6875	0.215686274509804	0.0836431226765799	0.88484921689415	gbm.boost.depth4
13	10	484	3	41	0.769230769230769	0.196078431372549	0.0817843866171004	0.883580947779523	gbm.boost.depth2
13	27	470	17	24	0.613636363636364	0.529411764705882	0.0762081784386617	0.81424890284656	C5.0.boost
13	25	469	18	26	0.581395348837209	0.490196078431373	0.0817843866171004	0.861859322784556	flex.disc.anyl
14	23	460	33	22	0.410714285714286	0.511111111111111	0.102230483271376	0.722086995717827	glm.cross.weights.stats
14	18	473	20	27	0.473684210526316	0.4	0.087360594795539	0.679716024340771	glm.cross.stats
14	35	447	46	10	0.432098765432099	0.777777777777778	0.104089219330855	0.879828713094429	lda.stats
14	30	464	29	15	0.508474576271186	0.666666666666667	0.0817843866171004	0.86673427991886	qda.stats
14	33	452	41	12	0.445945945945946	0.733333333333333	0.0985130111524164	0.875005634437678	ridge.weight.stats
14	12	491	2	33	0.857142857142857	0.266666666666667	0.0650557620817844	0.890511606941624	ridge.stats
14	34	450	43	11	0.441558441558442	0.755555555555556	0.100371747211896	0.877620013522644	lasso.weight.stats
14	10	492	1	35	0.909090909090909	0.222222222222222	0.0669144981412639	0.908992562542259	lasso.stats
14	17	492	1	28	0.944444444444444	0.377777777777778	0.0539033457249071	0.687874690105927	random.forest
14	24	486	7	21	0.774193548387097	0.533333333333333	0.0520446096654275	0.759567275185936	random.forest.bag
14	17	490	3	28	0.85	0.377777777777778	0.0576208178438662	0.873788595898125	gam
14	17	490	3	28	0.85	0.377777777777778	0.0576208178438662	0.903808879873788	glm.boost
14	19	491	2	26	0.904761904761905	0.422222222222222	0.0520446096654275	0.902591841334236	gam.boost
14	8	493	0	37	1	0.177777777777778	0.0687732342007435	0.901239576290286	gbm.boost.depth4
14	7	493	0	38	1	0.155555555555556	0.0706319702602231	0.90009015100293	gbm.boost.depth2
14	16	480	13	29	0.551724137931034	0.355555555555556	0.0780669144981413	0.820374126662159	C5.0.boost
14	22	483	10	23	0.6875	0.488888888888889	0.0613382899628253	0.879828713094429	flex.disc.anyl
15	21	418	81	18	0.205882352941176	0.538461538461538	0.184014869888476	0.688068444581471	glm.cross.weights.stats
